Name,type,price,vintage,alcohol,bottle size,country,region,grapespecies,producer,Text wine
Norton Lote Negro Malbec Cabernet Franc,1.0,22.99,2018.0,14.5,75.0,8,6,9,Bodega Norton,"Rioja Reserva Vega Del Rayo - An intense wine classically crafted. It has a nose of plums and wild blackberry with hints of citrus fruits and raisins. The sweet vanilla and brown spices from ageing in wood, are well balanced.Sold in cases of six bottles"
Norton Winemaker's Reserve Cabernet Sauvignon,1.0,13.99,2019.0,14.0,75.0,8,6,9,Bodega Norton,"Vietti Barbera d'Alba Tre Vigne - Ripe red cherry and vanilla aromas. Hints of violets, a bright acidity, soft tannins and good integration of oak. A lovely lingering cherry finish.Sold in cases of six bottles"
Norton Winemakers Reserve Malbec,1.0,13.99,2019.0,14.5,75.0,8,6,5,Bodega Norton,"Vietti Barbaresco Masseria - Garnet ruby colour, slight garnet hue, with intense aromas of ripe bing cherries with intricate complexities of minerals, tea leaves and rose petals. With firm, ripe tannins, crisp acidity and feminine and round structure, this Barberesco shows incredible finesse with excellent balance, integration and a long, lingering finish.Sold in cases of six bottles"
Pablo Y Walter Malbec,1.0,8.39,2020.0,14.5,75.0,8,6,5,Bressia,Sebastiani Pinot Noir Central Coast - A rich and fruity Pinot Noir blend from prime vineyards on the Central Coast.
Nieto Don Nicanor Malbec,1.0,11.89,2020.0,15.5,75.0,8,6,5,Nieto Senetiner,"Sancerre Domaine de la Chezatte - This wine has a bright and refreshing style and is fresh and crisp. There are plentiful aromas of lemon, apple and lime fruit flavours and a mineral note that comes from the limestone soils of the vineyard.Sold in cases of six bottles"
Catena Appellation Cabernet Franc,1.0,14.49,2018.0,13.5,75.0,8,6,9,Nicolas Catena,"Reserve Personnelle, Macon Villages - A typically creamy Burgundian Chardonnay that is upfront and full. With a hint of buttery shortbread and a bit of hazelnut on the mid palate, this wines oozes with elegance, finesse and style. It’s a complex wine with layers of textured characters sweeping over your senses. This unoaked white Burgundy has great depth and length.Sold in cases of six bottles"
Finca Perdriel Malbec Norton,1.0,13.89,2019.0,14.5,75.0,8,6,5,Bodega Norton,La Serre Merlot Vin de Pays d'Oc - An incredibly juicy and easy going Merlot with flavours of plum and blackberry that is easy to enjoy.Sold in cases of six bottles
Finca Perdriel Merlot Norton,1.0,13.69,2019.0,14.0,75.0,8,6,6,Bodega Norton,"Jim Barry The Lodge Hill Shiraz - This wine is a deep red with a bright magenta hue. Vibrant aromatics of red and black berry fruits, a lift of violet florals, clove spice and mixed garden herbs. The palate is dominated by a lively burst of berry fruits, which are well framed by fine, powdery tannins. Juicy plum and blackberry flavours persist through the finish, with sweet spice to close.Sold in single bottles"
Hey Malbec Matias Riccitelli,1.0,13.89,2020.0,14.5,75.0,8,6,5,Matias Riccitelli,"La Prade Merlot - A smooth, spicy Merlot with aromas of plums, berries and tobacco. The palate is medium full and packed with both fruit and savoury flavours.Sold in single bottles"
Gernot Langes Bodega Norton,1.0,63.99,2017.0,14.5,75.0,8,6,9,Bodega Norton,"Les Volets Pinot Noir -  Rich, savoury and luscious."
Lo Tengo Malbec Bodega Norton,1.0,10.29,2021.0,13.5,75.0,8,6,5,Bodega Norton,"Tournee du Sud Pinot Noir - At a fraction of the price of Burgundy, this is a stylish, youthful and becoming Pinot, medium bodied, full of berry and cherry flavours, elegant and graceful and moreish.Sold in cases of six bottles"
Masi Tupungato Passo Doble Malbec Corvina,1.0,12.99,2019.0,13.5,75.0,8,6,9,Masi Tupungato,"Tournee du Sud Malbec - Sourced from further north than most of the Tournee du Sud wines, this Malbec is a sturdy and powerfully scented wine distinctively rich spice and plum flavours and can definitely give Argentina a run for its money!Sold in cases of six bottles"
Matias Riccitelli Cabernet Franc Vineyard Selection,1.0,26.99,2018.0,14.5,75.0,8,6,9,Matias Riccitelli,"Terres d'Azur Merlot - This Vin de Pays wine is a juicy fresh red thats easy drinking and brilliant value. Rich berry and plum aromas with hints of spice and chocolate lead on to a soft, smooth palate with generous fruit and smoky notes.Sold in single bottles"
Matias Riccitelli Vineyard Selection Malbec,1.0,26.79,2018.0,15.0,75.0,8,6,5,Matias Riccitelli,Terre du Soleil Merlot - Notes of tobacco and chocolate with plummy fruit in a smooth and quaffable style.Sold in cases of six bottles
Pasionado Cabernet Franc Andeluna,1.0,31.59,2019.0,15.5,75.0,8,6,9,Andeluna Cellars,"Barbaresco Martinenga Marchesi Di Gresy - One of Italy's greatest wines, Barbaresco Martinenga."
Pasionado Malbec Andeluna,1.0,31.99,2018.0,15.0,75.0,8,6,5,Andeluna Cellars,"Barbaresco Corsini, Araldica - Barbaresco like its brother Barolo is made from the Nebbiolo grape variety. Here, at an amazingly good price for Barbaresco, comes a wine packed with vibrant aromas of black cherries, violets and game. The palate also has rich flavours of fruit, truffle and game along with typical ripe Nebbiolo tannins.Sold in cases of six bottles"
Paula Malbec Dona Paula,1.0,9.49,2020.0,13.5,75.0,8,6,5,Dona Paula,"Araldica Piemonte Barbera - Ruby-red in colour with purple hues, aromas of ripe raspberries and plums on the nose; this is a medium-bodied wine with soft tannins, an abundance of tangy red cherry and plum fruits laced with a savoury spiciness."
The Apple Doesn't Fall Far From The Tree Malbec,1.0,17.89,2020.0,14.5,75.0,8,6,5,Matias Riccitelli,"Antinori Prunotto Barbaresco - A deep, complex nose with hints of liquorice, roses and blackberry. On the palate, full and velvety with a long, elegant finish.Sold in single bottles"
Turno de Noche Malbec,1.0,8.69,2021.0,14.0,75.0,8,6,5,Boutinot Argentina,"Bonacchi Chianti Riserva - A traditional Chianti showing aromas of cherry fruit, with hints of leather and coffee. The palate is dry and velvety, with intense cherry flavours enveloped with notes of liquorice leading to a long, harmonious finish.Sold in single bottles"
VistaFlor Sangiovese Malbec,1.0,9.49,2021.0,13.5,75.0,8,6,9,Bodega Norton,"Bonacchi Chianti Classico - This wine has an intense and enfolding bouquet and a warm, full and aromatic flavour of ripe cherries with coffee hints.Sold in single bottles"
Vistalba Corte A,1.0,30.99,2017.0,15.0,75.0,8,6,9,Bodega Vistalba,"Antinori Santa Cristina Chianti Superiore - A classic Chianti, offering aromas of red berry fruit, with vanilla and floral hints of violets. Flavoursome, medium bodied palate, fresh in structure and with a delicious balance of fruit and savoury notes. Typical spicy sensations from the oak on the back palate.Sold in single bottles"
The Apple Doesn't Fall Far From The Tree Bonarda,1.0,18.99,2018.0,14.5,75.0,8,6,9,Matias Riccitelli,Barbera d'Asti Le Orme Michele Chiarlo - Sweet juicy fruit with hints of flowers and spice that intermingle. Very attractive with a lingering finish.Sold in single bottles
Tesoro de los Andes Malbec Bonarda,1.0,7.15,2020.0,14.5,75.0,8,6,9,Tesoro De Los Andes,"Andre Brunel Chateauneuf-du-Pape Les Cailloux - A deeply coloured wine with complex aromas of ripe red fruits, leather and attractive hints of undergrowth. A concentrated, yet elegant wine with smooth flavours, harmonious and fine tannins and a long, layered finish.Sold in single bottles"
Piattelli Vineyards Trinita,1.0,20.79,2018.0,15.0,75.0,8,6,9,Piattelli Vineyards,BEST UK PRICE GUARANTEED!
Porteno Malbec Bodega Norton,1.0,9.89,2021.0,14.0,75.0,8,6,5,Bodega Norton,"Bellefontaine Merlot - Very much a drink today wine and enjoy the roundness of the palate. Rich, vibrant and aromatic with soft plummy fruit flavours complemented by soft silky tannins.Sold in cases of six bottles"
Privada Malbec Norton,1.0,22.49,2018.0,14.5,75.0,8,6,5,Bodega Norton,"Bellefontaine Malbec, Pays de l'Haute Vallee de l'Aude - Bright blueberries which then develop on to reveal an intriguing bitter sweet character of crème de cassis with a touch of underlying parma violets. Fine red fruits fill the mouth. raspberries and a touch of dark chocolate truffle.Sold in cases of six bottles"
Republica del Malbec Matias Riccitelli,1.0,35.5,2018.0,14.5,75.0,8,6,5,Matias Riccitelli,Boutinot Les Deux Barriques Cairanne Magnum - Made in this exceptional vintage and discovered during meticulous barrel tasting. The hallmark of ‘Les Deux Barriques’ is finesse not power.
Finca La Colonia Malbec,1.0,9.09,2021.0,13.5,75.0,8,6,5,Bodega Norton,"Araldica Barolo Flori - Flori has all the tell tale Barolo characteristics with tobacco, leather and violet scented aromas from the Nebbiolo. Tannins are firm and pleasingly supported with plump fruit and a round silky texture, giving a good lengthy finish.Sold in cases of six bottles"
Vistalba Corte C Lujan de Cuyo Mendoza,1.0,12.99,2017.0,14.0,75.0,8,6,9,Bodega Vistalba,"Barolo Bussia Prunotto - Imposing single site Barolo. On the nose, an intense perfume of plum and ripe cherry with hints of flowers and spicy aromas. On the palate, concentrated and profound, with soft texture and a long finish. Sold in cases of six bottles"
Benjamin Malbec,1.0,7.79,2021.0,13.0,75.0,8,6,5,Nieto Senetiner,Cotes du Rhone Haut de Brun Alain Jaume - This wine is big and full flavoured with silky smooth tannins.Sold in cases of six bottles
Bodega Bressia Monteagrelo Cabernet Franc,1.0,13.79,2019.0,14.5,75.0,8,6,9,Bressia,"Cotes du Rhone Les Vignes du Prince - Spicy berried fruit with typical warm and savoury flavours from the Southern Rhône. Fruity, soft and easy drinking in style.Sold in single bottles"
Bodega Norton Finca La Colonia Merlot,1.0,9.09,2021.0,13.5,75.0,8,6,6,Bodega Norton,Cotes du Rhone Secret de Familie Paul Jaboulet Aine - Aromas and flavours of ripe black fruit and exotic spices such as sandal wood and cinnamon. This wine has a well rounded yet delicate mouthfeel.Sold in cases of 12 bottles
Bodega Norton Finca Perdriel Vineyard Selection,1.0,34.99,2017.0,14.5,75.0,8,6,9,Bodega Norton,"Domaine Berthelemot Puligny Montrachet 1er Cru La Garenne - The wine is delicate with gentle floral notes on the nose, clean very pure fruit on the palate and nice structure, the steely acidity having been softened by the malolactic ferment.Sold in cases of six bottles"
Bodega Norton Privada Family Blend,1.0,17.99,2018.0,14.5,75.0,8,6,9,Bodega Norton,"Domaine Champ-Long Tradition Ventoux - Bright and fruity with aromas of ripe red fruits, wild strawberries and raspberries. The red fruit flavours are echoed on the supple, round palate of this easy drinking wine.Sold in single bottles"
Bressia Monteagrelo Malbec,1.0,13.49,2019.0,14.5,75.0,8,10,5,Bressia,"Domaine Chante Cigale L'Apostrophe Rouge, Pays de Mediterranee - This is a heady, full-bodied deliciously fruity red made by the Rhone's very top producer Domaine Chante Cigal. Generously flavoured but at half the price of their Chateauneuf-du-pape, you can't go wrong!Domaine Chante-Cigale is owned by the Favier-Sabon family - it's been in their hands for generations and is one of the oldest in the region - and occupies some 40 hectares comprised of different parcels of land around the village of Chateauneuf-du-Pape, located between Orange and Avignon.Recently Christian Favier the father released the reins to his son, Alexandre, who is fast becoming new rising star of Châteauneuf-du-Pape. Despite only being in his early 20's he has been lauded by notable journalists Steve Danzier in the US and Jancis Robinson in the UK.Sold in cases of six bottles"
Bressia Profundo,1.0,18.69,2016.0,14.5,75.0,8,10,9,Bressia,BEST UK PRICE GUARANTEE!
Argento Malbec Mendoza Argentina,1.0,9.29,2019.0,14.0,75.0,8,6,5,Argento Wine Company,"Domaine de la Motte, Chablis Premier Cru Beauroy - A soft, full and complex Premier Cru Chablis. La Mottes wine is quite rich and rounded with hints of toasty oak, buttery fruit then classic mineral tones and acidity balancing on the finish.Sold in cases of six bottles"
Andeluna 1300 Merlot,1.0,11.49,2019.0,14.0,75.0,8,6,6,Andeluna Cellars,"Domaine Jean Goulley Chablis Premier Cru Montmains - An intense mineral nose followed by fresh vibrant fruit, crisp acidity and citrus notes. Pure and refreshing on the palate, with a hint of dark liquorice through to a long and salivating finish.Sold in single bottles"
Andeluna 1300 Uco Valley Cabernet Sauvignon,1.0,11.49,2020.0,14.0,75.0,8,10,9,Andeluna Cellars,"Andeluna Altitud Malbec - Intense red color with violet hues. Aromas of figs and plums. Notes of vanilla, coffee and chocolate granted by its ageing in French oak barrels. Sweet in mouth with soft tannins and long velvety finish.Sold in single bottles"
Berton Vineyards Foundstone Shiraz Rose,4.0,8.99,2021.0,13.5,75.0,5,10,8,Berton Vineyards,"Berton Vineyards Foundstone Shiraz Rose - This rose has lifted aromas of cranberry, pomegranate and apple blossom. The fine and vibrant palate shows notes of cherry, mulberry and sweet raspberry that are beautifully balanced by a crisp acidity.Sold in single bottles"
Josef Chromy Pinot Noir,1.0,21.49,2018.0,13.5,75.0,5,10,9,Josef Chromy,"Josef Chromy Pinot Noir - Dark ruby red. Deep, dark cherry and raspberry fruits with French oak spice and mocha notes, with hints of clove. Ripe black cherry and wild raspberry fruit are complemented by spicy, whole bunch characters. Sweet fruit and subtle savoury tannins provides an elegant, supple and long palate structure.Sold in cases of six bottles"
Apostrophe Stone's Throw Larry Cherubino,2.0,12.29,2020.0,11.5,75.0,5,10,9,Larry Cherubino,"Apostrophe Stone's Throw Larry Cherubino - Growing up a Stone's Throw away on the same vineyard, it is little wonder that these two are fast friends. Riesling's cool minerality meshes with Gewürztraminer's exotic spice and rose water, in this delicious, refreshing blend.Sold in single bottles"
Larry Cherubino Laissez Faire Pemberton Pinot Noir,1.0,17.99,2019.0,14.0,75.0,5,10,9,Larry Cherubino,"Larry Cherubino Laissez Faire Pemberton Pinot Noir - An elegant Pinot Noir expression, with black cherry and red flowers complemented by subtle savoury notes and beautifully integrated oak spice. Refined, soft tannins on the palate are balanced by a fine acidity, through to black cherry and earthy flavours on the finish.Sold in single bottles"
La La Land Pinot Noir Victoria Austalia,1.0,12.49,2021.0,14.0,75.0,5,10,9,Wingara Wine Group,La La Land Pinot Noir Victoria Austalia - This La La Land Pinot Noir has layers of juicy raspberry and cherry mingle with hints of rosemary and vanilla oak and there’s a beautiful nose of vibrant red fruit with a glimmer of vibrant lifted violet and rose florals.
Sea Foam Pet Nat Unico Zelo,3.0,15.99,2021.0,12.0,75.0,5,10,9,Unico Zelo,"Vignamato Rosso Piceno - Vignamato Rosso Piceno is bright purple in colour with Juicy aromas and flavours of roasted plum, cherry, and chocolate and has nicely balanced acidity. Sold in cases of six bottles"
